customer_id,gender,age,income_level,location
268,Non-binary,34,High,90
269,Male,21,Medium,18
270,Male,37,High,49
271,Male,29,High,30
272,Female,64,Medium,47
273,Male,61,Medium,5
274,Female,48,Medium,65
275,Male,58,Low,69
276,Female,26,Medium,2
277,Male,29,Medium,52
278,Female,60,Low,12
279,Non-binary,45,Medium,20
280,Male,62,Medium,34
281,Male,62,Medium,6
282,Female,60,Medium,3
283,Female,44,High,83
284,Female,33,High,38
285,Male,45,Medium,76
286,Female,50,Medium,58
287,Female,35,Medium,28
288,Male,44,Medium,59
289,Male,45,Medium,41
290,Female,54,Low,12
291,Female,56,Medium,85
292,Male,62,Medium,3
293,Female,49,Medium,68
294,Female,66,Medium,15
295,Male,56,Medium,59
296,Female,33,Low,89
297,Female,42,Low,59
298,Female,63,High,85
299,Female,26,Medium,98
300,Male,30,High,41
301,Male,21,Medium,96
302,Male,66,Medium,92
303,Female,58,Medium,100
304,Female,51,Low,75
305,Female,53,Medium,9
306,Female,24,Low,6
307,Male,44,Low,97
308,Female,30,Medium,7
309,Female,41,Medium,17
310,Female,50,Medium,73
311,Male,46,Medium,66
312,Male,33,Medium,85
313,Male,37,Low,59
314,Male,23,Low,59
315,Male,59,Medium,67
316,Male,64,Medium,1
317,Male,29,Medium,77
318,Female,59,Medium,76
319,Male,18,Low,7
320,Male,34,Medium,26
321,Female,66,Low,98
322,Female,19,Medium,50
323,Male,66,Medium,19
324,Female,32,High,46
325,Female,21,Medium,19
326,Female,23,High,51
327,Male,68,Low,100
328,Male,51,Low,43
329,Female,64,Medium,91
330,Female,38,Low,90
331,Male,40,Medium,9
332,Male,36,High,40
333,Male,49,Medium,21
334,Male,49,Medium,21
335,Male,51,Low,63
336,Non-binary,22,Medium,9
337,Male,36,Medium,6
338,Female,65,Medium,68
339,Male,45,Medium,29
340,Female,53,Low,73
341,Female,21,High,45
342,Male,18,Low,57
343,Female,40,Low,56
344,Male,20,Low,75
345,Female,23,Low,100
346,Female,54,Medium,23
347,Female,48,Medium,58
348,Female,52,High,76
349,Male,56,Medium,70
350,Female,39,High,39
351,Male,58,High,4
352,Female,48,Low,4
353,Male,35,High,46
354,Non-binary,27,Medium,64
355,Female,26,Low,76
356,Non-binary,70,Low,48
357,Male,68,Medium,15
358,Female,24,Low,6
359,Male,39,Medium,85
360,Male,64,Low,29
361,Non-binary,51,Medium,60
362,Female,55,Medium,38
363,Male,37,High,41
364,Female,36,Medium,78
365,Male,25,Medium,84
366,Male,69,Medium,56
367,Male,43,High,73
368,Female,54,High,10
369,Female,57,Low,72
370,Female,24,Medium,31
371,Male,70,Low,43
372,Female,53,Low,88
373,Male,40,Medium,60
374,Female,43,Medium,85
375,Male,50,Medium,70
376,Female,48,High,71
377,Female,25,High,74
378,Female,60,Medium,29
379,Non-binary,22,Medium,45
380,Male,33,High,11
381,Female,47,Low,69
382,Non-binary,48,Medium,53
383,Non-binary,55,Medium,13
384,Non-binary,29,Low,1
385,Male,39,Medium,98
386,Female,52,Medium,7
387,Female,24,Medium,71
388,Female,23,Medium,38
389,Male,67,High,51
390,Non-binary,33,Medium,39
391,Female,44,Low,75
392,Female,34,Medium,27
393,Female,70,Medium,35
394,Male,51,Low,63
395,Male,30,Low,80
396,Female,21,Medium,24
397,Female,69,Low,1
398,Male,53,Low,96
399,Female,29,Medium,86
400,Male,49,Low,55
401,Female,36,Medium,53
402,Male,39,Medium,100
403,Female,52,Medium,35
404,Male,57,Medium,30
405,Male,25,Low,5
406,Non-binary,38,High,74
407,Female,20,Medium,74
408,Male,53,Low,81
409,Female,36,High,6
410,Male,59,Medium,71
411,Female,63,Low,31
412,Female,19,Low,71
413,Male,24,Low,58
414,Female,40,High,63
415,Female,59,Medium,29
416,Non-binary,66,Low,37
417,Male,20,High,39
418,Non-binary,20,Medium,66
419,Non-binary,31,High,27
420,Male,38,Medium,88
421,Female,70,Medium,16
422,Male,30,Low,25
423,Male,37,Low,9
424,Female,24,Medium,31
425,Non-binary,44,Low,10
426,Male,24,High,64
427,Non-binary,55,Medium,5
428,Female,54,Medium,16
429,Male,52,Medium,98
430,Male,35,High,79
431,Male,26,Low,47
432,Female,35,Medium,52
433,Female,36,Low,62
434,Male,41,High,19
435,Female,30,High,11
436,Female,49,Medium,36
437,Male,70,Low,52
438,Male,53,Medium,70
439,Male,38,Medium,11
440,Female,20,Medium,67
441,Female,29,Medium,80
442,Female,28,High,26
443,Female,63,High,3
444,Male,37,Low,9
445,Female,30,Low,77
446,Male,26,Medium,10
447,Male,55,Low,59
448,Male,24,Medium,66
449,Male,48,High,10
450,Female,43,Low,19
451,Female,40,Low,7
452,Female,22,Medium,43
453,Male,65,Medium,51
454,Female,25,Medium,46
455,Female,61,High,93
456,Male,34,Medium,89
457,Female,34,High,12
458,Male,45,High,56
459,Female,37,Medium,51
460,Male,54,Low,54
461,Female,44,High,11
462,Non-binary,49,High,23
463,Male,45,Low,17
464,Male,53,Medium,57
465,Female,59,High,55
466,Female,36,Medium,21
467,Female,28,Medium,65
468,Female,68,Low,75
469,Female,28,Medium,59
470,Female,58,Low,31
471,Male,22,Medium,83
472,Female,59,High,55
473,Male,49,Low,30
474,Male,48,Medium,98
475,Female,57,Medium,10
476,Female,41,Medium,40
477,Female,55,Medium,66
478,Female,33,Low,76
479,Female,38,Medium,53
480,Male,58,Low,5
481,Non-binary,63,Low,93
482,Male,69,Medium,76
483,Female,36,Medium,37
484,Male,59,Medium,50
485,Female,35,Low,22
486,Non-binary,67,Medium,33
487,Female,49,Medium,57
488,Male,22,Low,75
489,Female,27,Medium,48
490,Male,20,Low,14
491,Female,42,High,31
492,Female,33,High,48
493,Male,64,Low,22
494,Male,45,Medium,97
495,Male,61,Medium,19
496,Female,53,High,37
497,Non-binary,26,Low,91
498,Male,30,Low,73
499,Male,29,Medium,20
500,Male,46,Low,87
501,Male,48,Medium,59
502,Female,41,Medium,17
503,Male,31,Medium,78
504,Male,64,Medium,88
505,Female,46,Low,67
506,Male,62,High,54
507,Male,39,Medium,77
508,Non-binary,40,Medium,12
509,Female,43,Low,12
510,Female,47,Medium,45
511,Non-binary,49,Medium,44
512,Non-binary,68,High,25
513,Female,34,High,62
514,Male,25,High,34
515,Non-binary,23,Low,43
516,Female,51,High,17
517,Female,58,Medium,35
518,Female,27,High,26
519,Female,61,Medium,15
520,Male,42,High,1
521,Male,70,Medium,86
522,Female,70,High,44
523,Female,38,Low,84
524,Male,61,Medium,61
525,Male,40,Medium,28
526,Female,31,Medium,70
527,Non-binary,62,Medium,59
528,Female,45,Medium,82
529,Female,30,Medium,89
530,Non-binary,49,Medium,100
531,Female,46,Low,75
532,Male,35,Medium,19
533,Female,61,High,82
534,Male,67,Low,90
535,Female,65,Medium,58
536,Male,40,Medium,70
537,Female,63,Medium,100
538,Male,47,Low,68
539,Male,36,Medium,61
540,Male,47,Medium,59
541,Non-binary,24,Medium,60
542,Male,65,Medium,63
543,Female,21,Low,61
544,Non-binary,56,Low,38
545,Female,28,Medium,88
546,Female,58,Medium,30
547,Male,52,Low,91
548,Male,52,Medium,27
549,Female,45,Low,18
550,Male,50,Medium,36
551,Non-binary,63,Low,71
552,Female,32,Medium,57
553,Male,25,Medium,2
554,Male,66,Medium,76
555,Male,46,Medium,25
556,Male,40,Medium,18
557,Non-binary,58,Medium,8
558,Female,36,Low,72
559,Female,42,High,41
560,Female,23,High,23
561,Female,34,Medium,94
562,Female,64,Low,47
563,Male,38,High,6
564,Male,44,Low,29
565,Male,21,High,97
566,Male,38,High,33
567,Male,28,Medium,8
568,Female,37,Medium,99
569,Female,35,Medium,55
570,Female,48,Medium,89
571,Male,60,Low,62
572,Male,65,Medium,89
573,Male,33,Medium,89
574,Male,47,Medium,94
575,Female,58,Low,27
576,Female,37,Medium,42
577,Female,63,Medium,57
578,Male,45,Low,10
579,Male,66,Low,32
580,Male,38,Medium,43
581,Male,26,Low,1
582,Male,40,Low,16
583,Female,32,Medium,47
584,Male,64,Medium,58
585,Male,20,Low,8
586,Female,29,Medium,68
587,Female,22,Low,20
588,Female,57,Medium,85
589,Female,27,High,42
590,Male,70,Medium,46
591,Male,57,Medium,8
592,Male,65,High,54
593,Male,51,Medium,5
594,Female,55,Low,71
595,Non-binary,27,Medium,98
596,Female,19,Medium,36
597,Female,28,Medium,28
598,Non-binary,23,Low,50
599,Female,47,High,22
600,Male,45,High,100
601,Female,34,High,43
602,Female,67,Medium,46
603,Non-binary,50,Low,86
604,Female,23,High,45
605,Male,26,Medium,43
606,Male,43,Medium,24
607,Male,58,Medium,76
608,Female,23,Medium,34
609,Female,22,Medium,63
610,Female,65,Medium,18
611,Female,56,Medium,29
612,Male,32,High,64
613,Female,56,Medium,95
614,Female,51,Medium,86
615,Non-binary,43,Low,22
616,Male,60,Medium,91
617,Female,32,Low,78
618,Female,34,Medium,61
619,Male,50,Low,16
620,Male,25,Low,71
621,Female,40,High,18
622,Male,64,Medium,3
623,Male,50,Medium,53
624,Male,63,Low,52
625,Male,35,Medium,87
626,Female,38,High,53
627,Male,21,Medium,47
628,Female,24,Low,68
629,Male,42,Medium,17
630,Male,37,Medium,15
631,Female,55,High,75
632,Female,32,Medium,59
633,Female,32,Medium,37
634,Male,22,High,68
635,Male,59,Low,10
636,Male,70,Low,91
637,Female,54,Medium,82
638,Male,28,High,99
639,Non-binary,27,Medium,89
640,Male,56,Medium,3
641,Non-binary,62,Low,45
642,Non-binary,48,High,27
643,Female,24,High,66
644,Male,63,Medium,96
645,Male,53,Medium,31
646,Male,62,Low,44
647,Female,54,Low,4
648,Male,66,Low,27
649,Female,54,Medium,20
650,Female,31,High,94
651,Male,68,High,94
652,Male,27,High,45
653,Male,34,Medium,39
654,Female,44,High,16
655,Female,64,Low,84
656,Male,31,Low,1
657,Non-binary,69,High,74
658,Male,26,Low,65
659,Female,45,Low,47
660,Female,28,Medium,58
661,Male,31,Low,61
662,Male,48,Medium,72
663,Female,70,Medium,11
664,Female,36,High,49
665,Male,28,Low,57
666,Female,47,Medium,94
667,Male,62,Medium,14
668,Female,48,Medium,21
669,Non-binary,24,Medium,54
670,Male,24,Medium,68
671,Female,30,Low,44
672,Female,21,Low,17
673,Male,54,Low,88
674,Non-binary,70,High,97
675,Male,41,High,44
676,Male,54,Medium,47
677,Male,45,Low,64
678,Female,53,Medium,13
679,Female,34,Low,65
680,Male,53,Medium,33
681,Male,44,Medium,67
682,Non-binary,56,Medium,16
683,Male,38,Low,7
684,Male,55,Low,78
685,Male,22,Medium,74
686,Female,39,Medium,44
687,Female,57,High,92
688,Female,61,Medium,66
689,Female,23,Medium,29
690,Male,29,High,13
691,Female,58,Medium,66
692,Male,66,Low,80
693,Male,68,Medium,48
694,Male,42,Medium,92
695,Male,70,Low,88
696,Female,63,Medium,24
697,Female,58,Medium,25
698,Male,23,High,93
699,Non-binary,32,High,69
700,Female,20,Low,91
701,Male,51,Medium,58
702,Male,33,Medium,26
703,Female,50,Low,85
704,Male,24,Medium,16
705,Female,58,Medium,51
706,Non-binary,61,Medium,79
707,Male,65,Medium,2
708,Female,56,Low,93
709,Male,55,Medium,40
710,Female,70,Medium,31
711,Non-binary,25,Medium,38
712,Non-binary,20,High,38
713,Male,41,High,60
714,Female,46,Medium,54
715,Male,47,Medium,56
716,Male,60,Low,63
717,Male,42,Low,4
718,Female,57,High,34
719,Female,45,Medium,95
720,Non-binary,57,Medium,43
721,Female,61,Low,26
722,Male,30,Medium,26
723,Male,62,Medium,51
724,Female,20,Medium,43
725,Male,19,Low,29
726,Female,51,High,30
727,Non-binary,33,Medium,79
728,Female,58,Medium,16
729,Male,38,Medium,13
730,Male,60,Medium,63
731,Male,62,Low,24
732,Female,26,Medium,19
733,Female,32,High,2
734,Male,27,Medium,50
735,Female,58,Low,38
736,Female,68,High,61
737,Male,21,High,24
738,Non-binary,54,High,98
739,Female,59,Medium,78
740,Male,69,Low,32
741,Female,65,Medium,51
742,Female,63,Low,100
743,Male,66,Low,69
744,Female,63,Medium,59
745,Male,66,Medium,89
746,Male,70,Medium,75
747,Female,57,High,78
748,Male,46,Medium,46
749,Male,51,Low,74
750,Male,29,Low,42
751,Female,42,High,19
752,Male,58,Medium,54
753,Female,21,High,26
754,Female,37,Medium,98
755,Female,42,Medium,100
756,Male,54,Medium,24
757,Female,53,High,26
758,Male,58,Medium,57
759,Male,39,Medium,19
760,Female,21,Low,13
761,Female,19,Medium,56
762,Male,61,Medium,68
763,Male,30,Medium,59
764,Female,65,Low,17
765,Female,68,Low,10
766,Female,65,Medium,58
767,Female,25,Low,37
768,Male,26,Medium,46
769,Female,55,Medium,53
770,Male,48,High,95
771,Male,30,Low,93
772,Female,49,High,39
773,Male,46,Medium,3
774,Male,35,Medium,83
775,Female,66,Medium,76
776,Male,49,Low,86
777,Male,67,Medium,86
778,Male,54,Low,74
779,Female,45,Medium,13
780,Female,40,Low,76
781,Male,50,Low,30
782,Male,59,Medium,79
783,Male,60,Medium,20
784,Female,57,Medium,52
785,Female,22,Medium,62
786,Female,30,High,34
787,Non-binary,20,Low,26
788,Female,33,Medium,19
789,Male,66,Medium,71
790,Male,70,Medium,74
791,Male,59,High,17
792,Male,63,Medium,96
793,Male,37,Medium,25
794,Male,60,Low,93
795,Female,46,Medium,22
796,Male,50,Low,60
797,Male,25,Medium,56
798,Male,61,High,1
799,Female,27,Low,7
800,Female,55,Medium,11
801,Male,64,Medium,45
802,Non-binary,68,Low,44
803,Female,36,High,71
804,Female,37,Low,61
805,Female,24,Medium,64
806,Female,39,Medium,58
807,Female,50,Low,43
808,Non-binary,38,Medium,8
809,Male,28,Low,65
810,Female,28,High,2
811,Female,62,Medium,72
812,Female,43,Medium,42
813,Non-binary,31,Low,44
814,Male,30,Low,84
815,Male,33,High,4
816,Female,19,Low,32
817,Male,47,Low,96
818,Male,34,Medium,9
819,Male,22,High,72
820,Female,47,Low,45
821,Non-binary,42,High,57
822,Male,38,Medium,73
823,Female,22,Low,59
824,Male,22,Low,22
825,Male,19,Low,85
826,Female,42,Medium,100
827,Female,38,Medium,39
828,Male,52,Medium,15
829,Male,55,Medium,80
830,Female,59,Medium,7
831,Female,55,Medium,75
832,Male,33,Low,31
833,Female,64,Medium,64
834,Male,54,High,52
835,Non-binary,55,High,56
836,Male,45,High,42
837,Female,45,Medium,93
838,Male,25,Low,14
839,Female,39,Medium,8
840,Female,58,Medium,93
841,Female,35,Medium,3
842,Male,63,Low,34
843,Male,43,Medium,74
844,Male,25,Low,36
845,Male,68,Medium,60
846,Female,66,Medium,36
847,Female,30,Low,9
848,Male,36,Medium,67
849,Male,18,Medium,53
850,Male,59,Low,75
851,Female,56,High,15
852,Male,53,Medium,6
853,Non-binary,59,Medium,70
854,Female,34,Medium,60
855,Female,22,Medium,39
856,Female,37,Medium,59
857,Male,55,Medium,32
858,Male,58,Low,38
859,Female,19,Medium,33
860,Male,40,Medium,41
861,Female,34,Low,10
862,Non-binary,38,Medium,56
863,Female,41,High,91
864,Male,68,Low,54
865,Male,25,Medium,16
866,Male,38,High,62
867,Female,44,Low,49
868,Female,22,Medium,38
869,Non-binary,25,Medium,30
870,Non-binary,59,High,99
871,Male,32,Medium,79
872,Female,54,High,73
873,Non-binary,44,High,29
874,Female,67,Medium,72
875,Male,36,Low,34
876,Female,25,Medium,35
877,Male,49,Medium,13
878,Male,68,Medium,88
879,Male,37,Low,38
880,Female,48,Low,19
881,Female,28,Low,100
882,Male,26,Low,10
883,Female,58,Medium,42
884,Female,38,Medium,34
885,Male,37,Medium,81
886,Male,30,Medium,99
887,Female,45,Medium,80
888,Female,34,Medium,98
889,Male,50,High,14
890,Male,51,Low,91
891,Female,37,Medium,18
892,Male,31,Medium,6
893,Female,24,Medium,62
894,Female,20,Medium,29
895,Female,24,Low,54
896,Female,47,Medium,53
897,Male,57,Medium,2
898,Female,37,Low,32
899,Male,19,Medium,36
900,Male,29,High,13
901,Female,34,Medium,63
902,Male,33,Medium,69
903,Male,26,High,63
904,Male,33,Low,91
905,Female,63,Medium,57
906,Female,57,Medium,9
907,Female,57,High,10
908,Female,59,Medium,72
909,Male,55,Low,92
910,Male,62,Low,85
911,Female,64,Medium,29
912,Male,68,Low,94
913,Female,55,Low,1
914,Male,48,Medium,57
915,Female,61,Medium,70
916,Female,35,Low,83
917,Female,22,Low,87
918,Female,21,Low,2
919,Female,31,Medium,25
920,Female,69,Low,65
921,Male,68,Low,68
922,Male,67,Low,95
923,Male,50,Medium,72
924,Female,28,Medium,100
925,Female,47,Medium,76
926,Male,59,High,39
927,Non-binary,67,Medium,53
928,Female,28,Low,8
929,Non-binary,23,Medium,67
930,Female,31,Low,73
931,Male,26,Low,70
932,Female,21,Medium,86
933,Male,69,Medium,6
934,Female,52,Medium,40
935,Female,21,Medium,100
936,Male,38,Medium,67
937,Non-binary,45,High,4
938,Non-binary,59,Low,49
939,Female,47,High,11
940,Male,60,Medium,9
941,Female,38,Medium,72
942,Female,21,Medium,77
943,Male,58,Medium,32
944,Female,51,High,1
945,Male,33,Medium,65
946,Male,18,Medium,32
947,Female,56,Medium,97
948,Female,44,High,68
949,Male,45,Medium,15
950,Male,44,Low,81
951,Female,58,Low,14
952,Female,65,Medium,25
953,Female,47,Medium,6
954,Female,62,High,62
955,Male,33,High,21
956,Female,55,Medium,72
957,Female,38,Low,6
958,Male,23,Medium,41
959,Female,52,Low,13
960,Female,19,High,94
961,Male,21,Medium,80
962,Female,61,High,97
963,Female,54,Low,85
964,Male,63,Low,24
965,Female,20,Medium,28
966,Male,42,Medium,41
967,Male,66,Medium,87
968,Male,66,Medium,10
969,Female,19,High,21
970,Male,57,Medium,2
971,Male,42,High,66
972,Female,68,Medium,68
973,Male,45,Low,95
974,Female,34,Low,94
975,Female,44,Medium,22
976,Female,48,Medium,88
977,Male,60,Low,50
978,Non-binary,45,Medium,42
979,Female,70,Low,86
980,Female,24,Medium,14
981,Male,58,Medium,39
982,Female,65,Medium,14
983,Female,44,Low,24
984,Male,66,Medium,71
985,Male,60,Medium,47
986,Male,36,Low,78
987,Female,62,Medium,22
988,Female,46,Low,44
989,Female,54,Medium,48
990,Male,63,High,29
991,Male,38,Low,30
992,Female,32,High,73
993,Female,46,Low,82
994,Male,49,Medium,36
995,Female,48,High,80
996,Female,53,Medium,34
997,Male,47,Medium,57
998,Female,70,High,13
999,Male,38,Medium,31
1000,Female,50,Medium,94
1001,Non-binary,30,High,22
1002,Male,40,Medium,26
1003,Male,65,Low,6
1004,Non-binary,27,Medium,89
1005,Female,44,High,97
1006,Male,42,Medium,49
1007,Female,56,Medium,72
1008,Male,69,Low,65
1009,Male,25,Medium,89
1010,Female,65,High,19
1011,Male,36,Medium,64
1012,Female,18,Low,35
1013,Female,53,Low,50
1014,Male,25,Low,31
1015,Non-binary,46,Medium,27
1016,Female,30,Medium,14
1017,Male,22,Low,16
1018,Female,47,High,18
1019,Female,42,Medium,64
1020,Male,44,Medium,52
1021,Non-binary,40,Medium,26
1022,Female,35,High,88
1023,Male,62,High,94
1024,Male,28,Medium,13
1025,Female,55,High,37
1026,Female,26,High,19
1027,Male,48,Medium,7
1028,Female,33,Low,67
1029,Male,45,Medium,79
1030,Female,53,High,37
1031,Male,61,Low,69
1032,Male,22,High,17
1033,Female,43,Low,6
1034,Female,47,Low,50
1035,Male,22,Medium,69
1036,Non-binary,70,Low,48
1037,Male,37,Medium,16
1038,Female,60,Medium,100
1039,Male,27,Medium,49
1040,Female,24,Medium,84
1041,Female,61,High,96
1042,Female,36,Medium,67
1043,Female,20,High,39
1044,Female,68,Medium,94
1045,Female,50,Low,38
1046,Non-binary,19,Low,75
1047,Female,61,Medium,97
1048,Female,22,Medium,22
1049,Male,35,Medium,21
1050,Male,31,Medium,51
1051,Male,43,Low,94
1052,Female,56,Low,28
1053,Female,40,High,33
1054,Non-binary,36,High,30
1055,Non-binary,45,High,32
1056,Female,51,Low,18
1057,Male,63,Medium,81
1058,Non-binary,28,Low,81
1059,Female,28,Medium,11
1060,Male,28,Medium,86
1061,Male,38,Medium,4
1062,Male,50,Medium,47
1063,Female,60,Low,61
1064,Male,59,Medium,98
1065,Female,39,Medium,23
1066,Female,28,Medium,65
1067,Male,31,High,52
1068,Female,41,High,38
1069,Male,62,Low,54
1070,Female,45,Medium,17
1071,Female,36,Low,32
1072,Male,50,Low,35
1073,Non-binary,25,Medium,59
1074,Male,55,High,19
1075,Male,38,Medium,5
1076,Female,18,Medium,1
1077,Female,68,Medium,19
1078,Female,23,High,76
1079,Non-binary,50,High,59
1080,Female,65,Medium,6
1081,Male,23,Medium,97
1082,Male,18,Medium,87
1083,Female,70,Medium,70
1084,Male,70,Low,93
1085,Female,55,Medium,30
1086,Female,58,High,40
1087,Male,27,High,94
1088,Male,18,High,35
1089,Non-binary,63,Low,38
1090,Male,67,High,15
1091,Female,62,Medium,97
1092,Male,43,Medium,83
1093,Male,33,Low,62
1094,Female,34,Low,90
1095,Male,46,High,60
1096,Female,41,Low,8
1097,Male,24,Medium,46
1098,Non-binary,42,Low,59
1099,Male,33,High,95
1100,Male,70,Medium,4
1101,Female,42,Medium,85
